اصغر	ah s gq ah unk
اصل	ah s ah l
اصلاح	ih s l aa h
اصول	uh s uw l
اصہار	ah s h aa unk
اصیل	ah s iy l
اضافہ	ih z aa f aa
اضطراری	ih z t ih unk aa unk iy
اطالیہ	ih t aa l ih y aa
اطفال	ah t f aa l
اطلاع	ih t t ih l aa unk
اطلاقی	ih t l aa q iy
اطلس	ah t l ah s
اطمینان	ih t m iy n aa n
اعتبار	ih ai t ih b aa unk
اعتراف	ey unk t ih unk aa f
اعتماد	ih unk t ih m aa d
اعضا	aa z aa
اعضا	ah unk z aa
اعظم	aa unk z ah m
اعلی	aa unk l aa
اغوا	ah gq v aa
اغوا	ih gq v aa
افراد	ah f unk aa d
افریقہ	ah f unk iy q aa
افزائش	ah f z aa ih sh
افسانہ	ah f s aa n aa
افطار	ih f t aa unk
افطاری	ih f t aa unk iy
افغان	ah f gq aa n
افغانستان	ah f gq aa n ih s t aa n
افق	uh f uh q
افلاس	ih f l aa s
اقامت	ih q aa m ah t
اقتدار	ih q t ih d aa unk
اقتصادی	ih q t ih s aa d iy
اقلیت	ah q l ih y ah t
اقلیت	ah q ah l l ih y ah t
اقلیم	ih q l iy m
الائچی	ih l aa y ch iy
البانیا	ah l b aa n ih y aa
البتہ	ah l b ah t t aa
الجزائر	ah l jh ah z aa y ih unk
الحاق	ih l h aa q
الزام	ih l z aa m
اللہ	ah l l aa
اللہ	ah l l aa h
الم	ah l ah m
الماری	ah l m aa unk iy
الماس	ah l m aa s
النکار	ah l ah ng k aa unk
النکرت	ah l ah ng k unk ih t
الوداع	ah l v ih d aa
الوداع	ah l v ih d ah unk
الٹی	uh l tx iy
الکحل	ah l k uh h uh l
الگ	ah l ah g
الہام	ih l h aa m
الیاس	ih l y aa s
الیسع	ah l y ah s ah unk
امارت	ih m aa unk ah t
امام	ih m aa m
امانت	ah m aa n ah t
امتحان	ih m t ih h aa n
امداد	ih m d aa d
امر	ah m unk
امرا	uh m ah unk aa
امرتسر	ah m unk ih t s ah unk
امرود	ah m unk uw d
امروز	ih m unk ow z
امریکا	ah m unk iy k aa
امریکہ	ah m unk iy k aa
امل	ah m ah l
املا	ih m l aa
امن	ah m ah n
امور	uh m uw unk
امکان	ih m k aa n
امی	ah m iy
امید	uh m m ey d
امید	uh m m iy d
امیدوار	uh m m ey d v aa unk
امیدوار	uh m m iy d v aa unk
امیر	ah m iy unk
امینہ	ah m iy n aa
اناتھ	ah n aa th
انار	ah n aa unk
انارکلی	ah n aa unk k ah l iy
انبار	ah m b aa unk
انبیاء	ah m b ih y aa
انت	ah n t
انتباہ	ih n t ih b aa h
انتخاب	ih n t ey unk aa b
انتخاب	ih n t ih unk aa b
انتر	ah n t ah unk
انترم	ah n t unk ih m
انتظار	ih n t eh z aa unk
انتظار	ih n t ah z aa unk
انتظار	ih n t ih z aa unk
انتظام	ih n t ih z aa m
انتظامی	ih n t ih z aa m iy
انتظامیہ	ih n t ih z aa m ih y aa
انتقال	ih n t ih q aa l
انتم	ah n t ih m
انتہائی	ih n t ih h aa iy
انتہاپسند	ih n t eh h aa p ah s ah n d
انجام	ah n jh aa m
انجانا	ah n jh aa n aa
انجیر	ah n jh iy unk
انداز	ah n d aa z
اندراج	ih n d ih unk aa jh
اندلس	uh n d uh l uh s
اندھا	ah n dh aa
اندھکار	ah n dh k aa unk
اندھیرا	ah n dh ey unk aa
اندیکھا	ah n d ey kh aa
انسان	ih n s aa n
انسانی	ih n s aa n iy
انش	ah n sh
انصاف	ih n s aa f
انطاکیہ	ah n t aa k ih y aa
انطلیاس	ah n t ih l y aa s
انعام	ih n unk aa m
انقلاب	ih n q ah l aa b
انقلاب	ih n q ih l aa b
انوادک	ah n uh v aa d ah k
انوکھا	ah n ow kh aa
انٹارکٹکا	ah n tx aa unk k tx ih k aa
انپم	ah n uh p ah m
انچل	ah n ch ah l
انڈا	ah n dx aa
انڈونیشیا	ih n dx ow n ey sh ih y aa
انڈکوش	ah n dx ah k ow sh
انڈیا	ih n dx ih y aa
انکار	ih n k aa unk
انکل	ah ng k ah l
انگریز	ah ng g unk ey z
انگریزی	ax ng g unk ey z iy
انگلستان	ih ng g l ih s t aa n
انگلی	uh ng g l iy
انگلینڈ	ih ng g l eh n dx
انگور	ah n g uw unk
انگوری	ah ng g uw unk iy
انگولہ	ah ng g ow l aa
انگوٹھا	ah ng g uw txh aa
انگوٹھی	ah ng g uw txh iy
انگھیٹی	ah ng g iy tx iy
انھیں	ih n eh
انھیں	uh n eh
انہ	aa n aa
انہیں	ih n h eh
انہیں	uh n h eh
انیک	ah n ey k
اوتھل	uw th aa l
اودا	uw d aa
اودبلاؤ	uw d b ih l aa ow
اودھی	ah v ah dh iy
اور	ao unk
اورماڑا	ow unk m aa r aa
اورنگ	ao unk ah n g
اورنگزیب	ao unk ah ng g z ey b
اوس	ow s
اوساکا	ow s aa k aa
اوسطا	ao s t ah n
اوقات	ao q aa t
اول	ah v ah l
اولا	ow l aa
اولاد	ao l aa d
اولو	uh l uw
اولی	uw l aa
اولی	ao l aa
اولی	uh l iy
اونٹ	uw tx
اونچائی	uw ch aa iy
اونگھ	uw ng g
اوپر	uw p ah unk
اوڈیشہ	ow dx iy sh ah h
اوڑی	uw r iy
اوکاش	ah v k aa sh
اوکاڑہ	ow k aa r aa
اوکھی	ao kh iy
اوہ	uw h
اویغور	uw ih gq uw unk
اویغورستان	uw ih gq uw unk ih s t aa n
اٹاری	ah tx aa unk iy
اٹاچی	ah tx aa ch iy
اٹاچی	ah tx eh ch iy
اٹک	ah tx ah k
اٹھانا	uh txh aa n aa
اپاسک	uh p aa s ah k
اپاہج	ah p aa h ih jh
اپبھوگ	uh p bh ow g
اپدهان	uh p dh aa n
اپدیش	uh p d ey sh
اپرادھ	ah p unk aa dh
اپرادھی	ah p unk aa dh iy
اپرمپار	ah p unk ah m p aa unk
اپریل	ah p unk eh l
اپستھت	uh p ah s th ih t
اپلبدھ	uh p l ah b dh
اپنا	ah p n aa
اپنيتر	uh p n ey t r
اپہار	uh ph aa unk
اپیوگ	uh p y ow g
اچار	ah ch aa unk
اچانک	ah ch aa n ah k
اچت	uh ch ih t
اچکیریہ	ih ch k ey unk y aa
اچکیریہ	ih ch k iy unk y aa
اچھا	ah t ch aa
اچھا	ih t ch aa
اچھلنا	uh ch ah l n aa
اڑان	uh r aa n
اڑانا	uh r aa n aa
اڑنا	ah r n aa
اڑنا	uh r n aa
اژدہا	ah zh d ah h aa
اک	ih k
اکادمک	ah k aa d m ih k
اکادمی	ah k aa d ah m iy
اکال	ah k aa l
اکانوے	ih k aa n v ey
اکتوبر	ah k t uw b ah unk
اکثر	ah k s ah unk
اکلوتا	ih k l ao t aa
اکنون	ah k n uw n
اکھروٹ	ah kh unk ow tx
اکیلا	ah k ey l aa
اکیلاپن	ah k ey l aa p ah n
اکیلے	ah k ey l ey
اگر	ah g ah unk
اگربتی	ah g ah unk b ah t t iy
اگرچہ	ah g ah unk ch ey
اگست	ah g ah s t
اگلا	ah g l aa
اگنا	uh g n aa
اگنی	ah g n iy
ایالت	ih y aa l ah t
ایت	ah y uh t
ایتھنز	ey th ah n z
ایتھنز	iy th ah n z
ایتھوپیا	ih th ih y ow p ih y aa
ایجنٹ	ey jh ah n tx
ایران	iy unk aa n
ایرانی	iy unk aa n iy
ایزد	ey z ah d
ایزد	ey z ih d
ایزد	iy z ah d
ایزد	iy z ih d
ایشور	iy sh v ah unk
ایلچی	ey l ch iy
ایمان	iy m aa n
ایماندار	iy m aa n d aa unk
اینٹ	iy tx
ایواللہ	ey v ah l l aa h
ایوان	eh v aa n
ایوب	ah y y uw b
ایڈنبرا	iy dx ih m b unk aa
ایڈنبرا	iy dx ih n b unk aa
ایڈنبرا	eh dx ih n b unk aa
ایک	ey k
ب	b
ب	b ey
بائبل	b aa ih b ih l
بائیسکل	b aa iy s ih k ah l
بابو	b aa b uw
بات	b aa t
باتھروم	b aa th unk uw m
باجی	b aa jh iy
باختر	b aa unk t ah unk
باد	b aa d
بادام	b aa d aa m
بادام	b ah d aa m
بادامی	b aa d aa m iy
بادشاہ	b aa d sh aa h
بادشاہت	b aa d sh aa h ah t
بادل	b aa d ah l
بار	b aa unk
بارات	b aa unk aa t
باراں	b aa unk aa
بارش	b aa unk ih sh
بارکھان	b aa unk kh aa n
بارہا	b aa unk h aa
باریک	b aa unk iy k
بازار	b aa z aa unk
بازار	b ah z aa unk
بازو	b aa z uw
بازی	b aa z iy
باشندہ	b aa sh ih n d aa
باعث	b aa unk ih s
باغ	b aa gq
باغی	b aa gq iy
باغیچہ	b aa gq iy ch aa
باقی	b aa q iy
بال	b aa l
بالش	b aa l ih sh
بالفعل	b ih l f ih ai l
بالکل	b ih l k uh l
باندھنا	b aa n dh n aa
بانس	b aa n s
بانسو	b aa n s ow
بانسوں	b aa n s ow
بانو	b aa n ow
بانو	b aa n uw
بانچنا	b aa ch n aa
بانہو	b aa h ow
بانہوں	b aa h ow
بانہہ	b aa h
بانہیں	b aa h eh
باورچی	b aa v ah unk ch iy
باٹ	b aa tx
باڑھ	b aa r
باکو	b aa k uw
باہر	b aa h ah unk
باہر	b aa h ih unk
باہم	b aa h ah m
باہمی	b aa h ah m iy
باہوبلی	b aa h uh b ah l iy
ببھکشا	b uh bh uh k sh aa
بت	b uh t
بتانا	b ah t aa n aa
بتانا	b ih t aa n aa
بجائے	b ah jh aa ey
بجری	b ah jh unk iy
بجلی	b ih jh l iy
بجے	b ah jh ey
بحال	b ah h aa l
بحر	b ah h unk
بحران	b ow h unk aa n
بحرین	b ah h unk iy n
بحریہ	b ah h unk ih y aa
بخش	b ah unk sh
بدبو	b ah d b ow
بدبو	b ah d b uw
بددعا	b ah d d uh aa
بدر	b ah d ah unk
بدصورت	b ah d s uw unk ah t
بدعنوانی	b ah d unk uh n v aa n iy
بدلنا	b ah d ah l n aa
بدلوانا	b ah d ah l v aa n aa
بدلہ	b ah d l aa
بدن	b ah d ah n
بدنصیب	b ah d n ah s iy b
بدنیت	b ah d n iy t
بدولت	b ah d ao l ah t
بدھ	b uh dh
بدھرتا	b ah dh ih unk t aa
بدھوار	b uh dh v aa unk
بدھیا	b ah dh ih y aa
بدیع	b ah d iy
بدیع	b ah d iy unk
بدین	b ah d iy n
برآمد	b ah unk aa m ah d
برا	b uh unk aa
برات	b ah unk aa t
برازیل	b unk aa z iy l
برباد	b ah unk b aa d
برتن	b ah unk t ah n
برج	b uh unk jh
برس	b ah unk ah s
برسات	b ah unk s aa t
برسلز	b unk ah s ah l z
برسی	b ah unk s iy
برصغیر	b ah r eh s ah gq iy unk
برف	b ah unk f
برق	b ah unk q
برقع	b uh unk q aa
برقی	b ah unk q iy
برلن	b ah unk l ih n
برما	b ah unk m aa
برمنگھم	b ah unk m ih ng g ah m
بروخے	b unk uw unk ey
برودت	b uh unk uw d ah t
برچھا	b ah unk ch aa
برچھیت	b ah unk ch eh t
برکت	b ah unk k ah t
برکها	b ah unk kh aa
برگزیدہ	b ah unk g uh z iy d aa
برہنہ	b ah unk ah h n aa
برہنہ	b ih unk ah h n aa
بریشال	b ah unk iy s h aa l
بزار	b ah z aa unk
بزرگ	b uh z uh unk g
بزرگی	b uh z ah unk g iy
بس	b ah s
بستر	b ih s t ah unk
بستی	b ah s t iy
بسکٹ	b ih s k ih tx
بسیار	b ih s y aa unk
بشیر	b ah sh iy unk
بطخ	b ah t ah unk
بظاہر	b ah z aa h ih unk
بعث	b ah unk s
بعد	b aa d
بعلبک	b ah unk l ah b ah k
بغاوت	b ah gq aa v ah t
بغل	b ah gq ah l
بغیر	b ah gq eh unk
بغیچہ	b ah gq iy ch aa
بقار	b ah q q aa unk
بقر	b ah q ah unk
بقرعید	b ah q ah unk unk iy d
بقرعید	b ah q unk iy d
بقرہ	b ah q ah unk aa
بلا	b ah l l aa
بلا	b ah l aa
بلا	b ih l l aa
بلا	b uh l l aa
بلب	b ah l b
بلغاری	b uh l gq aa unk iy
بلغاریہ	b uh l gq aa unk ih y aa
بلغم	b ah l gq ah m
بلند	b uh l ah n d
بلوغت	b uh l uw gq ah t
بلوچستان	b ah l ow ch ih s t aa n
بلکہ	b ah l k iy
بلہار	b ah l ih h aa unk
بلی	b ih l l iy
بلیدہ	b uh l eh d aa
بم	b ah m
بمباری	b ah m b aa unk iy
بمبہ	b ah m b
بمقابلہ	b unk m uh q aa b l aa
بمقابلہ	b unk m uh q aa b ih l aa
بمقابلہ	b ah m uh q aa b ih l aa
بنا	b ah n n aa
بنا	b ih n aa
بنارس	b ah n aa unk ah s
بنانا	b ah n aa n aa
بناوٹ	b ah n aa v ah t
بناوٹی	b ah n aa v ah tx iy
بنت	b ih n t
بنتی	b ih n t iy
بنجارا	b ah n jh aa unk aa
بنجی	b uh n jh iy
بند	b ah n d
بندر	b ah n d ah unk
بندوق	b ah n d uw k
بندوق	b ah n d uw q
بندھن	b ah n dh ah n
بندہ	b ah n d aa
بنزین	b ah n z iy n
بنفشی	b ah n ah f sh iy
بنيان	b ah n ih y aa n
بنگ	b ah ng g
بنگال	b ah ng g aa l
بنگالی	b ah n g aa l iy
بنیادی	b uh n ih y aa d iy
بو	b ow
بو	b uw
بواب	b ah v v aa b
بوتل	b ow t ah l
بوجھ	b ow jh
بودار	b uw d aa unk
بور	b ow unk
بوریت	b ow unk ih y ah t
بوسنیا	b ow s n ih y aa
بوسہ	b ow s aa
بولنا	b ow l n aa
بولی	b ow l iy
بوم	b uw m
بونا	b ow n aa
بونا	b ao n aa
بونڈر	b ah v ah n dx ah unk
بوٹ	b uw tx
بوچڑ	b uw ch ah r
بوڑھا	b uw r aa
بٹن	b ah tx ah n
بٹوا	b ah tx uh aa
بٹوا	b ah tx v aa
بٹورنا	b ah tx ow unk n aa
بٹھانا	b ih txh aa n aa
بپتسمہ	b ah p t ih s m aa
بچپن	b ah ch p ah n
بچھو	b ih t ch uw
بچہ	b ah t ch aa
بچی	b ah ch iy
بڑا	b ah r aa
بڑھاپا	b uh r aa p aa
بڑھنا	b ah r n aa
بکاؤ	b ih k aa ow
بکاؤ	b ih k aa uw
بکرا	b ah k unk aa
بکری	b ah k unk iy
بکس	b ah k s
بکم	b ah k k ah m
بکم	b uh k m
بکھراو	b ih kh unk aa v
بھائی	bh aa iy
بھاجن	bh aa jh ah n
بھارت	bh aa unk ah t
بھاشا	bh aa sh aa
بھالو	bh aa l uw
بھانجا	bh aa n jh aa
بھانجی	bh aa n jh iy
بھانگ	bh aa ng g
بھاگ	bh aa g
بھاگنا	bh aa g n aa
بھتیجا	bh ah t iy jh aa
بھتیجی	bh ah t iy jh iy
بھراتا	bh unk aa t aa
بھرم	bh ah unk ah m
بھرن	bh ah unk ah n
بھرنا	bh ah unk n aa
بھروسہ	bh ah unk ow s ah
بھلوال	bh ah l v aa l
بھلکڑ	bh uh l ah k k ah r
بھنجک	bh ah n jh ah k
بھوت	bh uw t
بھوتنی	bh uw t n iy
بھوتنی	bh uw t ih n iy
بھورا	bh uw unk aa
بھوسڑی	bh ow s r iy
بھولنا	bh uw l n aa
بھومی	bh uw m iy
بھونیشور	bh uw n ey sh v ah unk
بھوٹان	bh uw tx aa n
بھوک	bh uw k
بھوگول	bh uw g ow l
بھکت	bh ah k t
بھکتی	bh ah k t iy
بھکر	bh ah k k ah unk
بھگدڑ	bh ah g d ah r
بھگوان	bh ah g v aa n
بھی	bh iy
بھیا	bh ah y y aa
بھیانک	bh ah y aa n ah k
بھیجنا	bh ey jh n aa
بھید	bh ey d
بھیس	bh ey s
بھیڑ	bh ey r
بھیڑ	bh iy r
بھیک	bh iy k
بہ	b aa
بہاؤالدین	b ah h aa unk uh d d iy n
بہادری	b ah h aa d ah unk iy
بہادری	b ah h aa d uh unk iy
بہار	b ah h aa unk
بہار	b ih h aa unk
بہاراں	b ah h aa unk aa
بہاولنگر	b ah h aa v ah l n ah g ah unk
بہاولپور	b ah h aa v ah l p uw unk
بہت	b ah h ow t
بہت	b ah h uh t
بہتر	b eh t ah unk
بہتر	b ah h ah t t ah unk
بہرا	b ah h unk aa
بہرام	b ey h unk aa m
بہرام	b ah h unk aa m
بہروز	b ey h unk ow z
بہشت	b ih h ih sh t
بہن	b ah h ah n
بہن	b ah h ih n
بہنا	b ah h n aa
بیت	b eh t
بیتا	b iy t aa
بیجا	b ey jh aa
بیجنگ	b ey jh ih ng g
بیخ	b ey unk
بیخ	b iy unk
بیدار	b ey d aa unk
بیر	b iy unk
بیروت	b eh unk uw t
بیزتی	b ey s t iy
بیزتی	b ey z t iy
بیستی	b ey s t iy
بیش	b ey sh
بیشک	b ey sh ah k
بیضہ	b eh z aa
بیعت	b eh y ah t
بیعت	b eh t
بیعت	b eh unk ah t
بیلاروس	b ey l aa unk uw s
بیلجیم	b ey l jh ih y ah m
بیلہ	b ey l aa
بیمار	b iy m aa unk
بیماری	b iy m aa unk iy
بینک	b eh ng k
بیوی	b iy v iy
بیٹا	b ey tx aa
بیٹھنا	b eh txh n aa
بیٹھک	b eh txh ah k
بیچ	b iy ch
بیچنا	b ey ch n aa
بیکر	b ey k ah unk
بیگ	b ey g
بیگ	b eh g
بیگم	b ey g ah m
بے	b ey
ت	t
ت	t ey
تابش	t aa b ih sh
تابندہ	t aa b ih n d aa
تاج	t aa jh
تاجکستان	t aa jh ih k ih s t aa n
تار	t aa unk
تارا	t aa unk aa
تارکین	t aa unk ih k iy n
تاریخ	t aa unk iy unk
تاریخچہ	t aa unk iy unk ch aa
تاریخی	t aa unk iy unk iy
تاریک	t aa unk iy k
تاریکی	t aa unk iy k iy
تازہ	t aa z aa
تاش	t aa sh
تاشقند	t aa sh q ah n d
تال	t aa l
تالا	t aa l aa
تالو	t aa l uw
تالی	t aa l iy
تاناشاہ	t aa n aa sh aa h
تانبا	t aa m b aa
تاپنا	t aa p n aa
تاڑ	t aa r
تاڑی	t aa r iy
تاہم	t aa h ah m
تب	t ah b
تبادلہ	t ah b aa d l unk h
