أحد	unk aa unk aa d
أحد	unk aa unk aa d d
أحرج	unk aa unk r aa jh aa
أحرش	unk aa unk r aa sh
أحسن	unk aa unk s aa n
أحسن	unk aa unk s aa n aa
أحسن	unk aa unk s uw n
أحسن	unk aa unk s uw n aa
أحسن	unk aa unk s uw n uw
أحسن	unk uw unk aa s s aa n
أحسن	unk uw unk aa s s aa n aa
أحسن	unk uw unk aa s s aa n uw
أحسن	unk uw unk aa s s unk n
أحسن	unk uw unk aa s s unk n aa
أحسن	unk uw unk aa s s unk n uw
أحصن	unk aa unk ss aa n aa
أحصى	unk aa unk ss aa
أحمر	unk aa unk m aa r
أحمق	unk aa unk m aa q
أحنك	unk aa unk n aa k aa
أحوج	unk aa unk w aa jh aa
أحور	unk aa unk w aa r
أحول	unk aa unk w aa l
أحيلى	unk uw unk aa y l aa
أخ	unk aa unk
أخاديد	unk aa unk aa d iy d
أخاذ	unk aa unk unk aa dh
أخامص	unk aa unk aa m unk ss
أخبر	unk aa unk b aa r aa
أخت	unk uw unk t
أخثاث	unk aa unk th aa th
أخدر	unk aa unk d aa r
أخدر	unk aa unk d aa r aa
أخدود	unk uw unk d uw d
أخذ	unk aa unk aa dh aa
أخذ	unk aa unk unk aa dh aa
أخذ	unk aa unk dh
أخرس	unk aa unk r aa s
أخرس	unk aa unk r aa s aa
أخرى	unk uw unk r aa
أخشن	unk aa unk sh aa n
أخصائي	unk aa unk unk ss ss aa unk unk y y
أخصر	unk aa unk ss aa r
أخضر	unk aa unk dh2 aa r
أخطأ	unk aa unk t aa unk aa
أخطبوط	unk aa unk t aa b uw t
أخطبوط	unk uw unk t uw b uw t
أخلاط	unk aa unk l aa t
أخلاق	unk aa unk l aa q
أخلاقي	unk aa unk l aa q unk y y
أخلاقية	unk aa unk l aa q unk y y aa
أخمص	unk aa unk m uw ss
أخوة	unk uw unk uw w w aa
أخوية	unk aa unk aa w unk y y aa
أخياط	unk aa unk y aa t
أخيرى	unk uw unk aa y r aa
أداة	unk aa d aa hh
أدار	unk aa d aa r aa
أداف	unk aa d aa f aa
أدان	unk aa d aa n aa
أدب	unk aa d aa b
أدب	unk aa d d aa b aa
أدبة	unk aa d aa b aa
أدبي	unk aa d aa b unk y y
أدبي	unk aa d d unk b iy
أدبيا	unk aa d aa b unk y y aa n
أدبيات	unk aa d aa b unk y y aa t
أدجى	unk aa d jh aa
أدحوة	unk uw d unk uw w w aa
أدحية	unk uw d unk unk y aa
أدحية	unk uw d unk unk y y aa
أدرك	unk aa d r aa k aa
أدرنة	unk aa d unk r n aa
أدكن	unk aa d k aa n
أدلة	unk aa d unk l l aa
أدلج	unk aa d l aa jh aa
أدمن	unk aa d m aa n aa
أدهش	unk aa d hh aa sh aa
أدهش	unk aa d hh unk sh
أدهش	unk uw d hh aa sh
أدهش	unk uw d hh aa sh aa
أدهش	unk uw d hh aa sh uw
أدهش	unk uw d hh unk sh
أدهش	unk uw d hh unk sh aa
أدهش	unk uw d hh unk sh uw
أدهم	unk aa d hh aa m
أدوية	unk aa d w unk y aa
أدى	unk aa d d aa
أديب	unk aa d iy b
أديبة	unk aa d iy b aa
أذاع	unk aa dh aa ai aa
أذانة	unk aa dh aa n aa
أذر	unk aa dh aa r
أذربيجان	unk aa dh aa r b aa y jh aa n
أذربيجان	unk aa dh aa r b ey jh aa n
أذربيجاني	unk aa dh aa r b aa y jh aa n unk y y
أذربيجانية	unk aa dh aa r b aa y jh aa n unk y y aa
أذري	unk aa dh aa r unk y y
أذرية	unk aa dh aa r unk y y aa
أذعن	unk aa dh ai aa n aa
أذن	unk aa dh aa n
أذن	unk aa dh aa n aa
أذن	unk aa dh unk n aa
أذن	unk aa dh n
أذن	unk aa dh dh aa n aa
أذن	unk uw dh uw n
أذى	unk aa dh aa n
أذية	unk aa dh unk y y aa
أراد	unk aa r aa d aa
أربعة	unk aa r b aa ai aa
أربعة	unk aa r b unk ai aa
أربعون	unk aa r b aa ai uw n aa
أربيل	unk aa r b iy l
أرثوذكس	unk uw r th uw dh uw k s
أرثوذكسي	unk uw r th uw dh uw k s unk y y
أرثوذكسية	unk uw r th uw dh uw k s unk y y aa
أرجأ	unk aa r jh aa unk aa
أرجان	unk aa r jh aa n
أرجواني	unk aa r jh uw w aa n unk y y
أرجواني	unk uw r jh uw w aa n unk y y
أرجونة	unk aa r jh uw n aa
أرجيش	unk aa r jh iy sh
أرح	unk aa r aa unk unk
أرخ	unk aa r unk
أرخبيل	unk aa r unk aa b iy l
أردف	unk aa r d aa f aa
أردمون	unk aa r d aa m uw n
أردني	unk uw r d uw n unk y y
أردني	unk uw r d uw n n unk y y
أردى	unk aa r d aa
أرز	unk aa r aa z z aa
أرز	unk aa r uw z z
أرز	unk aa r z
أرز	unk uw r uw z z
أرستقراطي	unk aa r unk s t uw q r aa t unk y y
أرستقراطية	unk aa r unk s t uw q r aa t unk y y aa
أرسطو	unk aa r unk s t uw
أرسطوطاليس	unk aa r unk s t uw t aa l iy s
أرسل	unk aa r s aa l aa
أرشذونة	unk uw r sh uw dh uw n aa
أرشيدوق	unk aa r sh iy d uw q
أرشيدوقة	unk aa r sh iy d uw q aa
أرشيدوقية	unk aa r sh iy d uw q unk y y aa
أرصفة	unk aa r ss unk f aa
أرض	unk aa r dh2
أرضة	unk aa r aa dh2 aa
أرضي	unk aa r dh2 unk y y
أرضية	unk aa r dh2 unk y y aa
أرعب	unk aa r ai aa b aa
أرغان	unk aa r gq aa n
أرغفة	unk aa r gq unk f aa
أرقان	unk aa r q aa n
أرقان	unk aa r g aa n
أركان	unk aa r k aa n
أركش	unk aa r k uw sh
أركن	unk aa r k uw n
أركنساس	unk aa r k aa n s aa s
أركون	unk aa r k uw n
أرم	unk aa r m unk
أرم	unk uw r m aa
أرمل	unk aa r m aa l
أرمل	unk aa r m aa l aa
أرملة	unk aa r m aa l aa
أرمن	unk aa r m aa n
أرمية	unk aa r m unk y aa
أرمية	unk uw r m unk y aa
أرمينيا	unk aa r m iy n unk y aa
أرنؤدي	unk aa r n aa unk uw d unk y y
أرنب	unk aa r n aa b
أرنيط	unk aa r n iy t
أرهب	unk aa r hh aa b aa
أرهق	unk aa r hh aa q aa
أرواح	aa r w aa unk
أروفى	unk uw r uw f aa
أرومة	unk aa r uw m aa
أرومة	unk uw r uw m aa
أرومية	unk uw r uw m unk y aa
أريج	unk aa r iy jh
أريحا	unk aa r iy unk aa
أريزونا	unk aa r iy z uw n aa
أريكا	unk aa r iy k aa
أريكة	unk aa r iy k aa
أزأم	unk aa z unk aa m aa
أزاح	unk aa z aa unk aa
أزادرخت	unk aa z aa d aa r unk aa t
أزب	unk aa z aa b b
أزدرخت	unk aa z d aa r unk aa t
أزرع	unk aa z r aa ai aa
أزرق	unk aa z r aa q
أزعج	unk aa z ai aa jh aa
أزعر	unk aa z ai aa r
أزعل	unk aa z aa ai aa l aa
أزل	unk aa z aa l
أزل	unk aa z uw l
أزلي	unk aa z aa l unk y y
أسارون	unk aa s aa r uw n
أساس	unk aa s aa s
أساسا	unk aa s aa s aa n
أساسي	unk aa s aa s unk y y
أساسيا	unk aa s aa s unk y y aa n
أسامة	unk uw s aa m aa
أسباب	unk aa s b aa b
أسباط	unk aa s b aa t
أسبوع	unk uw s b uw ai
أسبوعي	unk uw s b uw ai unk y y
أستاذ	unk uw s t aa d
أستاذ	unk uw s t aa z
أستاذ	unk uw s t aa dh
أستانا	unk aa s t aa n aa
أستجة	unk aa s t unk jh aa
أسترالي	unk uw s t uw r aa l unk y y
أستراليا	unk uw s t uw r aa l unk y aa
أسترقة	unk aa s t uw r q aa
أستير	unk aa s t iy r
أسد	unk aa s aa d
أسرب	unk uw s r uw b
أسرة	unk aa s unk r r aa
أسرة	unk uw s r aa
أسري	unk uw s r unk y y
أسس	unk aa s s aa s aa
أسطرك	unk aa s t aa r aa k
أسطرلاب	unk aa s t uw r l aa b
أسطمة	unk uw s t uw m m aa
أسطوانة	unk uw s t uw w aa n aa
أسطوخودس	unk uw s t uw unk uw d uw s
أسطوخودوس	unk uw s t uw unk uw d uw s
أسطورة	unk uw s t uw r aa
أسطوري	unk uw s t uw r unk y y
أسطول	unk uw s t uw l
أسف	unk aa s aa f f aa
أسف	unk aa s unk f aa
أسفاراج	unk aa s f aa r aa jh
أسفر	unk aa s f aa r aa
أسفراج	unk aa s f aa r aa jh
أسفع	unk aa s f aa ai
أسفلت	unk aa s f aa l t
أسفنيك	unk aa s f aa n iy k
أسقف	unk aa s q uw f
أسقف	unk aa s q uw f f
أسقف	unk uw s q uw f
أسقف	unk uw s q uw f f
أسقى	unk aa s q aa
أسكفة	unk uw s k uw f f aa
أسكيدنيا	unk aa s k iy d uw n y aa
أسلوب	unk uw s l uw b
أسلي	unk aa s aa l unk y y
أسماء	unk aa s m aa unk
أسمر	unk aa s m aa r
أسمرا	unk aa s m aa r aa
أسمرة	unk aa s m aa r aa
أسهر	unk aa s hh aa r aa
أسهل	unk aa s hh aa l
أسهل	unk aa s hh uw l
أسهل	unk aa s hh uw l aa
أسهل	unk aa s hh uw l uw
أسهل	unk uw s aa hh hh aa l
أسهل	unk uw s aa hh hh aa l aa
أسهل	unk uw s aa hh hh aa l uw
أسهل	unk uw s aa hh hh unk l
أسهل	unk uw s aa hh hh unk l aa
أسهل	unk uw s aa hh hh unk l uw
أسوأ	unk aa s w aa unk
أسوة	unk uw s w aa
أسود	unk aa s w aa d
أسود	unk uw s uw d
أسى	unk aa s aa n
أسياخ	unk aa s y aa unk
أسيتون	unk aa s iy t uw n
أسير	unk aa s iy r
أسيف	unk aa s iy f
أشابة	unk uw sh aa b aa
أشار	unk aa sh aa r aa
أشبع	unk aa sh b aa ai aa
أشترغار	unk uw sh t uw r gq aa r
أشخص	unk aa sh unk aa ss aa
أشد	unk aa sh aa d d
أشد	unk aa sh uw d d
أشرس	unk aa sh r aa s
أشرفي	unk aa sh r aa f unk y y
أشعث	unk aa sh ai aa th
أشعل	unk aa sh ai aa l
أشعل	unk aa sh ai aa l aa
أشقر	unk aa sh q aa r
أشكال	unk aa sh k aa l
أشكل	unk aa sh k aa l
أشل	unk aa sh aa l l
أشل	unk aa sh aa l l aa
أشل	unk aa sh l
أشم	unk aa sh aa m m
أشم	unk aa sh aa m m aa
أشمط	unk aa sh m aa t
أشنان	unk uw sh n aa n
أشنة	unk uw sh n aa
أشهب	unk aa sh hh aa b
أشهد	unk aa sh hh aa d aa
أشهل	unk aa sh hh aa l
أشوس	unk aa sh w aa s
أشول	unk aa sh w aa l
أشوه	unk aa sh w aa hh
أشيب	unk aa sh y aa b
أصأب	unk aa ss unk aa b aa
أصاخ	unk aa ss aa unk aa
أصبح	unk aa ss b aa unk
أصحاب	unk aa ss unk aa b
أصحاح	unk aa ss unk aa unk
أصحى	unk aa ss unk aa
أصخد	unk aa ss unk aa d aa
أصخر	unk aa ss unk aa r aa
أصدأ	unk aa ss d aa unk
أصطرك	unk aa ss t aa r aa k
أصطماخيقون	unk uw ss t uw m aa unk iy q uw n
أصطمخيقون	unk uw ss t uw m aa unk iy q uw n
أصغى	unk aa ss gq aa
أصف	unk aa ss aa f
أصفاد	unk aa ss f aa d
أصفر	unk aa ss f aa r
أصفر	unk aa ss f aa r aa
أصفهان	unk aa ss f aa hh aa n
أصفى	unk aa ss f aa
أصفى	unk uw ss f aa
أصل	unk aa ss l
أصل	unk aa ss ss aa l aa
أصل	unk aa ss uw l aa
أصلا	unk aa ss l aa n
أصلع	unk aa ss l aa ai
أصم	unk aa ss aa m m
أصهب	unk aa ss hh aa b
أصهب	unk aa ss hh aa b aa
أصوات	unk aa ss w aa t
أصواتي	unk aa ss w aa t unk y y
أصيص	unk aa ss iy ss
أصيل	unk aa ss iy l
أضاع	unk aa dh2 aa ai aa
أضاف	unk aa dh2 aa f aa
أضبط	unk aa dh2 b aa t aa
أضبط	unk aa dh2 b aa t uw
أضر	unk aa dh2 aa r r aa
أضفى	unk aa dh2 f aa
أضمر	unk aa dh2 m aa r
أضمر	unk aa dh2 m aa r aa
أطاح	unk aa t aa unk aa
أطاق	unk aa t aa q aa
أطباء	unk aa t unk b b aa unk
أطبة	unk aa t unk b b aa
أطر	unk aa t unk r
أطر	unk aa t t aa r aa
أطراف	unk aa t r aa f
أطرش	unk aa t r aa sh
أطروحة	unk uw t r uw unk aa
أطعم	unk aa t ai aa m aa
أطفال	unk aa t f aa l
أطل	unk aa t aa l l aa
أطلس	unk aa t l aa s
أطلسي	unk aa t l aa s unk y y
أطلع	unk aa t l aa ai aa
أطلق	unk aa t l aa q aa
أطنب	unk aa t n aa b aa
أطيان	unk aa t y aa n
أظفور	unk uw dh2 f uw r uw n
أظمأ	unk aa dh2 m aa unk aa
أعاجيب	unk aa ai aa jh iy b
أعار	unk aa ai aa r aa
أعاصير	unk aa ai aa ss iy r
أعال	unk aa ai aa l unk n
أعتاب	unk aa ai t aa b
أعتن	unk aa ai t aa n aa
أعجم	unk aa ai jh aa m aa
أعجمي	unk aa ai jh aa m unk y y
أعجمي	unk aa ai jh unk m iy
أعجوبة	unk uw ai jh uw b aa
أعذب	unk aa ai dh aa b aa
أعرج	unk aa ai r aa jh
أعرن	unk aa ai r aa n aa
أعز	unk aa ai aa z z
أعز	unk aa ai aa z z aa
أعزب	unk aa ai z aa b
أعزل	unk aa ai z aa l
أعشى	unk aa ai sh aa
أعصر	unk aa ai ss aa r aa
أعض	unk aa ai aa dh2 dh2 aa
أعطاب	unk aa ai t aa b
أعطب	unk aa ai t aa b aa
أعطى	unk aa ai t aa
أعظ	unk aa ai aa dh2 dh2 aa
أعف	unk aa ai aa f f aa
أعفر	unk aa ai f aa r
أعقد	unk aa ai q aa d
أعل	unk aa ai aa l l aa
أعلن	unk aa ai l aa n aa
أعلون	unk aa ai l aa w n aa
أعلى	unk aa ai l aa
أعلى	unk uw ai l aa
أعمد	unk aa ai m aa d aa
أعمدة	unk aa ai m unk d aa
أعمى	unk aa ai m aa
أعمى	unk uw ai aa m m aa
أعنق	unk aa ai n aa q
أعور	unk aa ai w aa r
أعيا	unk aa ai y aa
أعياد	unk aa ai y aa d
أعيان	unk aa ai y aa n
أغاث	unk aa gq aa th aa
أغار	unk aa gq aa r aa
أغاريقون	unk aa gq aa r iy q uw n
أغاظ	unk aa gq aa dh2 aa
أغافت	unk aa gq aa f unk t
أغافث	unk aa gq aa f unk th
أغبر	unk aa gq b aa r
أغرق	unk aa gq r aa q aa
أغرم	unk aa gq r aa m aa
أغرى	unk aa gq r aa
أغسطس	unk aa gq uw s t uw s
أغشت	unk aa gq uw sh t
أغضب	unk aa gq dh2 aa b aa
أغضى	unk aa gq dh2 aa
أغلب	unk aa gq l aa b
أغلب	unk aa gq l aa b aa
أغلب	unk aa gq l aa b uw
أغلب	unk aa gq l unk b
أغلب	unk aa gq l unk b aa
أغلب	unk aa gq l unk b uw
أغلب	unk uw gq aa l l aa b
أغلب	unk uw gq aa l l aa b aa
أغلب	unk uw gq aa l l aa b uw
أغلب	unk uw gq aa l l unk b
أغلب	unk uw gq aa l l unk b aa
أغلب	unk uw gq aa l l unk b uw
أغلب	unk uw gq l aa b
أغلب	unk uw gq l aa b aa
أغلب	unk uw gq l aa b uw
أغلبية	unk aa gq l aa b unk y y aa
أغلف	unk aa gq l aa f
أغلفة	unk aa gq l unk f aa
أغلى	unk aa gq l aa
أغماد	unk aa gq m aa d
أغمي	unk uw gq m unk y aa
أغنية	unk uw gq n unk y y aa
أغوى	unk aa gq w aa
أغيا	unk aa gq y aa
أغيد	unk aa gq y aa d
أفؤل	unk aa f unk uw l
أفاء	unk aa f aa unk aa
أفاد	unk aa f aa d aa
أفاويه	unk aa f aa w iy hh
أفتى	unk aa f t aa
أفتيمون	unk aa f t iy m uw n
أفثيمون	unk aa f th iy m uw n
أفرد	unk aa f r aa d aa
أفرط	unk aa f r aa t aa
أفرع	unk aa f r aa ai
أفرع	unk aa f r uw ai
أفرغ	unk aa f r aa gq
أفرغ	unk aa f r aa gq aa
أفريقانية	unk aa f r iy q aa n unk y y aa
أفريقيا	unk aa f r iy q unk y aa
أفسس	unk aa f aa s uw s
أفسنتين	unk aa f s unk n t iy n
أفشرج	unk aa f sh aa r aa jh
أفشرج	unk aa f sh uw r aa jh
أفضى	unk aa f dh2 aa
أفطس	unk aa f t aa s
أفظ	unk aa f aa dh2 dh2
أفعى	unk aa f ai aa n
أفغانستان	unk aa f gq aa n unk s t aa n
أفغاني	unk aa f gq aa n unk y y
أفقي	unk uw f uw q unk y y
أفك	unk aa f aa k aa
أفل	unk aa f aa l aa
أفلاطون	unk aa f l aa t ow n
أفلاطون	unk aa f l aa t uw n
أفلاطوني	unk aa f l aa t uw n unk y y
أفلس	unk aa f l aa s aa
أفول	unk uw f uw l
أفيتمون	unk aa f iy t unk m uw n
أفيتيمون	unk aa f iy t iy m uw n
أفيثمون	unk aa f iy th unk m uw n
أفيثيمون	unk aa f iy th iy m uw n
أفيون	unk aa f y uw n
أقحم	unk aa q unk aa m aa
أقحوان	unk uw q unk uw w aa n
أقدر	unk aa q d aa r aa
أقر	unk aa q aa r r aa
أقر	unk aa q unk r
أقرأ	unk aa q r aa unk aa
أقران	unk aa q r aa n
أقرب	unk aa q r aa b
أقرب	unk aa q r aa b aa
أقرباء	unk aa q r unk b aa unk
أقرع	unk aa q r aa ai
أقضب	unk aa q dh2 aa b aa
أقضى	unk aa q dh2 aa
أقضى	unk uw q dh2 aa
أقط	unk aa q aa t aa
أقط	unk aa q unk t
أقعب	unk aa q ai uw b
أقلف	unk aa q l aa f
أقلية	unk aa q aa l l unk y y aa
أقنث	unk aa q aa n th
أقنثا	unk aa q aa n th aa
أقنع	unk aa q n aa ai aa
أك	unk aa k uw
أكادير	unk aa g aa d iy r
أكاديمي	unk aa k aa d iy m unk y y
أكاديمية	unk aa k aa d iy m unk y y aa
أكاذيب	unk aa k aa dh iy b
أكار	unk aa k k aa r
أكاف	unk uw k aa f
أكاف	unk uw k k aa f
أكال	unk aa k k aa l
أكب	unk aa k aa b b aa
أكتوبر	unk aa k t uw b aa r
أكتوبر	unk uw k t ow b aa r
أكتوبر	unk uw k t uw b aa r
أكتوبر	unk uw k t uw b unk r
أكثرية	unk aa k th aa r unk y y aa
أكدر	unk aa k d aa r
أكرمي	unk aa k r unk m iy
أكره	unk aa k r aa hh aa
أكرى	unk aa k r aa
أكسجين	unk uw k s unk jh iy n
أكسح	unk aa k s aa unk
أكسد	unk aa k s aa d aa
أكسدة	unk aa k s aa d aa
أكسيد	unk uw k s iy d
أكشف	unk aa k sh aa f aa
أكل	unk aa k aa l aa
أكل	unk aa k unk l aa
أكل	unk aa k k aa l aa
أكل	unk aa k l
أكل	unk uw k l
أكل	unk uw k uw l
أكمة	unk aa k aa m aa
أكمون	unk aa k m uw n
أكو	aa k uw
أكيد	unk aa k iy d
ألا	unk aa l aa
ألا	unk aa l l aa
ألاباما	unk aa l aa b aa m aa
ألاسكا	unk aa l aa s k aa
ألباني	unk aa l b aa n unk y y
ألبانيا	unk aa l b aa n unk y aa
ألبسة	unk aa l b unk s aa
ألتائي	unk aa l t aa unk unk y y
ألتاي	unk aa l t aa y
ألح	unk aa l aa unk unk aa
ألحد	unk aa l unk aa d aa
ألغاز	unk aa l gq aa z
ألغى	unk aa l gq aa
ألف	unk aa l unk f
ألفبائي	unk aa l unk f b aa unk unk y y
ألفية	unk aa l f unk y y aa
ألفين	unk aa l f iy n
ألفين	unk aa l v iy n
ألقى	unk aa l q aa
ألكسندروس	unk aa l unk k s aa n d aa r uw s
ألم	unk aa l aa m
ألماتي	unk aa l m aa t iy
ألماس	unk aa l m aa s
ألماني	unk aa l m aa n unk y y
ألمانيا	unk aa l m aa n unk y aa
ألمح	unk aa l m aa unk aa
ألنجج	unk aa l aa n jh aa jh
ألنجوج	unk aa l aa n jh uw jh
أله	unk aa l l aa hh aa
ألهى	unk aa l hh aa
ألوان	unk aa l w aa n
ألوة	unk aa l w aa
ألوة	unk uw l w aa
ألوهية	unk uw l uw hh unk y y aa
ألية	unk aa l unk y y aa
ألية	unk aa l y aa
أليس	unk aa l iy s
أليس	unk aa l y aa s
أليف	unk aa l iy f
أم	unk aa m
أم	unk aa m m aa
أم	unk uw m m
أما	unk aa m aa
أما	unk aa m m aa
أمات	unk aa m aa t aa
أمازيغ	unk aa m aa z iy gq
أمازيغي	unk aa m aa z iy gq unk y y
أمازيغية	unk aa m aa z iy gq unk y y aa
أمال	unk aa m aa l aa
أمام	unk aa m aa m aa
أمامي	unk aa m aa m unk y y
أمان	unk aa m aa n
أمانة	unk aa m aa n aa
أمدمي	unk uw m d aa m unk y y
أمذريان	unk aa m dh unk r y aa n
أمراء	unk uw m aa r aa unk
أمريكا	unk aa m r iy k aa
أمريكة	unk aa m r iy k aa
أمريكي	unk aa m r iy k unk y y
أمس	unk aa m aa s s aa
أمس	unk aa m aa s s unk
أمس	unk aa m aa s s uw
أمس	unk aa m s
أمس	unk aa m s unk
أمس	unk uw m aa s s aa
أمس	unk uw m aa s s unk
أمس	unk uw m aa s s uw
أمستردام	unk aa m s t unk r d aa m
أمسك	unk aa m s aa k aa
أمسوخ	unk aa m ss uw unk
أمسوخ	unk uw m s uw unk
أمصوخ	unk aa m ss uw unk
أمصوخ	unk uw m ss uw unk
أمضى	unk aa m dh2 aa
أمغر	unk aa m gq aa r
أمغر	unk aa m gq aa r aa
أمكن	unk aa m k aa n aa
أملج	unk aa m l aa jh
أملس	unk aa m l aa s
أممي	unk aa m m unk m iy
أممي	unk uw m aa m unk y y
أمنى	unk aa m n aa
أمهري	unk aa m hh aa r unk y y
أمهل	unk aa m hh aa l aa
أمومة	unk uw m uw m aa
أموي	unk uw m aa w unk y y
أمي	unk uw m m unk y y
أمي	unk uw m m iy
أميبا	unk aa m iy b aa
