بکم	b k m
بکم	b k m
بکھراو	b kʰ r aː oː
بھائی	bʰ aː iː iː
بھاجن	bʰ aː d͡ʒ n
بھارت	bʰ aː r t̪
بھاشا	bʰ aː ʃ aː
بھالو	bʰ aː l oː
بھانجا	bʰ aː n d͡ʒ aː
بھانجی	bʰ aː n d͡ʒ iː
بھانگ	bʰ aː n g
بھاگ	bʰ aː g
بھاگنا	bʰ aː g n aː
بھتیجا	bʰ t̪ iː d͡ʒ aː
بھتیجی	bʰ t̪ iː d͡ʒ iː
بھراتا	bʰ r aː t̪ aː
بھرم	bʰ r m
بھرن	bʰ r n
بھرنا	bʰ r n aː
بھروسہ	bʰ r oː s h
بھلوال	bʰ l oː aː l
بھلکڑ	bʰ l k ɽ
بھنجک	bʰ n d͡ʒ k
بھوت	bʰ oː t̪
بھوتنی	bʰ oː t̪ n iː
بھوتنی	bʰ oː t̪ n iː
بھورا	bʰ oː r aː
بھوسڑی	bʰ oː s ɽ iː
بھولنا	bʰ oː l n aː
بھومی	bʰ oː m iː
بھونیشور	bʰ oː n iː ʃ oː r
بھوٹان	bʰ oː ʈ aː n
بھوک	bʰ oː k
بھوگول	bʰ oː g oː l
بھکت	bʰ k t̪
بھکتی	bʰ k t̪ iː
بھکر	bʰ k r
بھگدڑ	bʰ g d̪ ɽ
بھگوان	bʰ g oː aː n
بھی	bʰ iː
بھیا	bʰ iː aː
بھیانک	bʰ iː aː n k
بھیجنا	bʰ iː d͡ʒ n aː
بھید	bʰ iː d̪
بھیس	bʰ iː s
بھیڑ	bʰ iː ɽ
بھیڑ	bʰ iː ɽ
بھیک	bʰ iː k
بہ	b h
بہاؤالدین	b h aː oː aː l d̪ iː n
بہادری	b h aː d̪ r iː
بہادری	b h aː d̪ r iː
بہار	b h aː r
بہار	b h aː r
بہاراں	b h aː r aː n
بہاولنگر	b h aː oː l n g r
بہاولپور	b h aː oː l p oː r
بہت	b h t̪
بہت	b h t̪
بہتر	b h t̪ r
بہتر	b h t̪ r
بہرا	b h r aː
بہرام	b h r aː m
بہرام	b h r aː m
بہروز	b h r oː z
بہشت	b h ʃ t̪
بہن	b h n
بہن	b h n
بہنا	b h n aː
بیت	b iː t̪
بیتا	b iː t̪ aː
بیجا	b iː d͡ʒ aː
بیجنگ	b iː d͡ʒ n g
بیخ	b iː x
