بے	b eː
ت	t
ت	t
تابش	t a b ʃ
تابندہ	t a b n d h
تاج	t a dʒ
تاجکستان	t a dʒ k s t a n
تار	t a r
تارا	t a r a
تارکین	t a r k iː n
تاریخ	t a r iː x
تاریخچہ	t a r iː x tʃ h
تاریخی	t a r iː x iː
تاریک	t a r iː k
تاریکی	t a r iː k iː
تازہ	t a z h
تاش	t a ʃ
تاشقند	t a ʃ q n d
تال	t a l
تالا	t a l a
تالو	t a l uː
تالی	t a l iː
تاناشاہ	t a n a ʃ a h
تانبا	t a n b a
تاپنا	t a p n a
تاڑ	t a ɽ
تاڑی	t a ɽ iː
تاہم	t a h m
تب	t b
تبادلہ	t b a d l h
تبادلہ	t b a d l h
تبدیل	t b d iː l
تبریز	t b r iː z
تبصرہ	t b s r h
تتلی	t t l iː
تتکالین	t t k a l iː n
تجارتی	t dʒ a r t iː
تجاوز	t dʒ a ʋ z
تجربہ	t dʒ r b h
تجزیہ	t dʒ z iː h
تجھے	t dʒ ʰ eː
تحریک	t h r iː k
تحفظ	t h f z
تحفہ	t h f h
تحفہ	t h f h
تحقیق	t h q iː q
تخت	t x t
تختہ	t x t h
تخلیق	t x l iː q
تخم	t x m
تخمہ	t x m h
تخیل	t x iː l
ترازو	t r a z uː
ترانہ	t r a n h
تراویح	t r a ʋ j h
تربت	t r b t
ترجمان	t r dʒ m a n
ترجمہ	t r dʒ m h
ترجمہ	t r dʒ m h
ترجیح	t r dʒ iː h
ترجیح	t r dʒ iː h
ترس	t r s
ترقی	t r q iː
ترقی	t r q iː
ترٹی	t r ʈ iː
ترک	t r k
ترکستان	t r k s t a n
ترکی	t r k iː
ترکیہ	t r k iː h
ترکیے	t r k iː eː
تریپورہ	t r iː p uː r h
تسلیم	t s l iː m
تشریح	t ʃ r iː h
تشنہ	t ʃ n h
تشویشناک	t ʃ uː j ʃ n a k
تشکیل	t ʃ k iː l
تصاویر	t s a ʋ j r
تصدیق	t s d iː q
تصور	t s uː r
تصویر	t s uː j r
تصویرو	t s uː j r uː
تصویروں	t s uː j r uː ŋ
تصویریں	t s uː j r iː ŋ
تعارف	t ʔ a r f
تعارف	t ʔ a r f
تعداد	t ʔ d a d
تعداد	t ʔ d a d
تعریف	t ʔ r iː f
تعلق	t ʔ l q
تعلق	t ʔ l q
تعلیم	t ʔ l iː m
